,Trigger document,Earmarked Funds,Document item,Business Transaction,Consptn in Doc.Crncy,Currency,Revaluation rate,Consumption in LC,Local Currency,Delete Date,Document Date,Reduction text,Purchasing Document,Reference document,Reference procedure,Reference line item,Item,Line item,Seq. No. of Account Assgt,GL
856,4501638125 00001,,6.0,Purchase Order,74.08,CAD,,74.08,CAD,2017-10-27,2017-10-17,ZEREX G-05 Formula,4501638125.0,4501638125.0,PORD,1.0,1.0,,,7341.0
857,4501632652 00003,,6.0,Purchase Order,137.64,CAD,,137.64,CAD,2017-10-31,2017-10-05,Grease & Cleaner,4501632652.0,4501632652.0,PORD,3.0,3.0,,,7341.0
858,4501629799 00003,,6.0,Purchase Order,326.73,CAD,,326.73,CAD,2017-11-16,2017-09-29,Brake Clean Lube,4501629799.0,4501629799.0,PORD,3.0,3.0,,,7341.0
859,4501620682 00003,,6.0,Purchase Order,55.99,CAD,,55.99,CAD,2017-09-20,2017-09-13,engine oil,4501620682.0,4501620682.0,PORD,3.0,3.0,,,7341.0
860,4501620682 00001,,6.0,Purchase Order,29.98,CAD,,29.98,CAD,2017-09-20,2017-09-13,gear oil,4501620682.0,4501620682.0,PORD,1.0,1.0,,,7341.0
861,4501615680 00001,,6.0,Purchase Order,56.56,CAD,,56.56,CAD,2017-10-04,2017-08-31,POL Stock,4501615680.0,4501615680.0,PORD,1.0,1.0,,,7341.0
862,4501611594 00001,,6.0,Purchase Order,742.69,CAD,,742.69,CAD,2017-08-31,2017-08-23,trans oil,4501611594.0,4501611594.0,PORD,1.0,1.0,,,7341.0
863,4501611427 00001,,6.0,Purchase Order,0,CAD,,0,CAD,2017-08-23,2017-08-23,Shell Spirax S6 GME 50,4501611427.0,4501611427.0,PORD,1.0,1.0,,,7341.0
864,4501606848 00001,,6.0,Purchase Order,445.39,CAD,,445.39,CAD,2017-09-26,2017-08-14,Compressor Oil P/N#105-1281,4501606848.0,4501606848.0,PORD,1.0,1.0,,,7341.0
865,4501600878 00001,,6.0,Purchase Order,"1,759.98",CAD,,"1,759.98",CAD,2017-08-03,2017-07-31,Cleaner Degreaser,4501600878.0,4501600878.0,PORD,1.0,1.0,,,7341.0
866,4501596377 00001,,6.0,Purchase Order,4.66,CAD,,4.66,CAD,2017-07-27,2017-07-19,Friction modifier (EST-M2C118-A),4501596377.0,4501596377.0,PORD,1.0,1.0,,,7341.0
867,4501595517 00004,,6.0,Purchase Order,122.84,CAD,,122.84,CAD,2017-07-27,2017-07-18,5W20 Synt 5lt jug,4501595517.0,4501595517.0,PORD,4.0,4.0,,,7341.0
868,4501595517 00003,,6.0,Purchase Order,122.84,CAD,,122.84,CAD,2017-07-27,2017-07-18,5W30 Synt 5lt jug,4501595517.0,4501595517.0,PORD,3.0,3.0,,,7341.0
869,4501595517 00002,,6.0,Purchase Order,35.94,CAD,,35.94,CAD,2017-07-27,2017-07-18,5W20 Synt lt,4501595517.0,4501595517.0,PORD,2.0,2.0,,,7341.0
870,4501595517 00001,,6.0,Purchase Order,35.94,CAD,,35.94,CAD,2017-07-27,2017-07-18,5W30 Synt lt,4501595517.0,4501595517.0,PORD,1.0,1.0,,,7341.0
871,4501588096 00001,,6.0,Purchase Order,21.08,CAD,,21.08,CAD,2017-07-05,2017-06-30,PEG Oil 46,4501588096.0,4501588096.0,PORD,1.0,1.0,,,7341.0
872,4501586753 00001,,6.0,Purchase Order,50.68,CAD,,50.68,CAD,2017-07-05,2017-06-28,GM Power Steering Fluid 89021184,4501586753.0,4501586753.0,PORD,1.0,1.0,,,7341.0
873,4501584866 00001,,6.0,Purchase Order,297,CAD,,297,CAD,2017-06-26,2017-06-23,DEF Fluid,4501584866.0,4501584866.0,PORD,1.0,1.0,,,7341.0
874,4501583092 00001,,6.0,Purchase Order,109.16,CAD,,109.16,CAD,2017-06-27,2017-06-20,Batterie Acid,4501583092.0,4501583092.0,PORD,1.0,1.0,,,7341.0
875,4501581977 00001,,6.0,Purchase Order,124.99,CAD,,124.99,CAD,2017-06-19,2017-06-19,R134A refridgent,4501581977.0,4501581977.0,PORD,1.0,1.0,,,7341.0
876,4501579437 00005,,6.0,Purchase Order,89,CAD,,89,CAD,2017-06-19,2017-06-13,Valvoline Crimson #2,4501579437.0,4501579437.0,PORD,5.0,5.0,,,7341.0
877,4501579437 00004,,6.0,Purchase Order,43.98,CAD,,43.98,CAD,2017-06-19,2017-06-13,ATF +4,4501579437.0,4501579437.0,PORD,4.0,4.0,,,7341.0
878,4501579437 00003,,6.0,Purchase Order,40.02,CAD,,40.02,CAD,2017-06-19,2017-06-13,Multi Vehicle ATF,4501579437.0,4501579437.0,PORD,3.0,3.0,,,7341.0
879,4501579437 00002,,6.0,Purchase Order,23.94,CAD,,23.94,CAD,2017-06-19,2017-06-13,DOT 4 Brake Fluid,4501579437.0,4501579437.0,PORD,2.0,2.0,,,7341.0
880,4501579437 00001,,6.0,Purchase Order,21.78,CAD,,21.78,CAD,2017-06-19,2017-06-13,DOT 3 Brake Fluid,4501579437.0,4501579437.0,PORD,1.0,1.0,,,7341.0
881,4501579345 00001,,6.0,Purchase Order,58.64,CAD,,58.64,CAD,2017-06-19,2017-06-13,ATF +4 Transmission Fluid,4501579345.0,4501579345.0,PORD,1.0,1.0,,,7341.0
882,4501578319 00001,,6.0,Purchase Order,127.8,CAD,,127.8,CAD,2017-06-13,2017-06-12,Pag Oil,4501578319.0,4501578319.0,PORD,1.0,1.0,,,7341.0
883,4501568060 00002,,6.0,Purchase Order,19.42,CAD,,19.42,CAD,2017-05-25,2017-05-24,10W30,4501568060.0,4501568060.0,PORD,2.0,2.0,,,7341.0
884,4501559857 00001,,6.0,Purchase Order,21.88,CAD,,21.88,CAD,2017-05-11,2017-05-09,Orange Coolant,4501559857.0,4501559857.0,PORD,1.0,1.0,,,7341.0
885,4501549856 00001,,6.0,Purchase Order,48,CAD,,48,CAD,2017-05-08,2017-04-24,Distilled Water,4501549856.0,4501549856.0,PORD,1.0,1.0,,,7341.0
886,4501547432 00001,,6.0,Purchase Order,0,CAD,,0,CAD,2017-04-19,2017-04-19,Oil,4501547432.0,4501547432.0,PORD,1.0,1.0,,,7341.0
891,0014281075 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-27,Creeper mat,14281075.0,14281075.0,PREQ,10.0,10.0,,,9129.0
892,0014280723 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-27,"3/4"" Tourque Wrench",14280723.0,14280723.0,PREQ,10.0,10.0,,,9129.0
893,0014280718 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-27,Tool request as per Quote,14280718.0,14280718.0,PREQ,10.0,10.0,,,9129.0
894,0014279350 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-26,Ductor Kit W/coil set,14279350.0,14279350.0,PREQ,10.0,10.0,,,9129.0
895,0014277310 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-23,Rags,14277310.0,14277310.0,PREQ,10.0,10.0,,,9129.0
896,0014277252 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-23,Dome Light IL61CBP,14277252.0,14277252.0,PREQ,20.0,20.0,,,9129.0
897,0014277252 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-23,Dome Light 8300,14277252.0,14277252.0,PREQ,10.0,10.0,,,9129.0
898,0014266653 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-23,2018-03-20,"Ratchet, Mat, Pliers",14266653.0,14266653.0,PREQ,10.0,10.0,,,9129.0
899,0014266628 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-20,REMA 50-rb Tire Spreader,14266628.0,14266628.0,PREQ,10.0,10.0,,,9129.0
900,0014266591 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-20,4000 W Generator,14266591.0,14266591.0,PREQ,10.0,10.0,,,9129.0
901,0014266624 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-20,Eye & Eye Sling 2X4',14266624.0,14266624.0,PREQ,20.0,20.0,,,9129.0
902,0014266624 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-20,Eye & Eye Sling 2X8',14266624.0,14266624.0,PREQ,10.0,10.0,,,9129.0
903,0014266428 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-21,2018-03-20,"Utility Knife, Blades, Bit Set",14266428.0,14266428.0,PREQ,10.0,10.0,,,9129.0
904,0014263888 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-23,2018-03-19,Air Compressor,14263888.0,14263888.0,PREQ,10.0,10.0,,,9129.0
905,0014263945 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-19,Chain sling,14263945.0,14263945.0,PREQ,10.0,10.0,,,9129.0
906,0014263837 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-19,Cart and Cones,14263837.0,14263837.0,PREQ,10.0,10.0,,,9129.0
907,0014262667 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-16,Tri-ball Hitch,14262667.0,14262667.0,PREQ,10.0,10.0,,,9129.0
908,0014262000 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-16,Precision Distiller,14262000.0,14262000.0,PREQ,10.0,10.0,,,9129.0
909,0014259992 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-16,Cyl Leakage Tester,14259992.0,14259992.0,PREQ,20.0,20.0,,,9129.0
910,0014260082 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-15,1/4in Rev Air Drill,14260082.0,14260082.0,PREQ,10.0,10.0,,,9129.0
911,0014260067 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-15,Head Lamps,14260067.0,14260067.0,PREQ,10.0,10.0,,,9129.0
912,0014260003 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-15,Cart,14260003.0,14260003.0,PREQ,20.0,20.0,,,9129.0
913,0014260003 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-15,Work bench,14260003.0,14260003.0,PREQ,10.0,10.0,,,9129.0
914,0014259992 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-15,20 Volt 1/2 dr Impact wrench,14259992.0,14259992.0,PREQ,10.0,10.0,,,9129.0
915,0014259125 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-21,2018-03-14,50ft Retractable Light,14259125.0,14259125.0,PREQ,10.0,10.0,,,9129.0
916,0014257201 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-03-14,Heavey duty Clip-on Chuck,14257201.0,14257201.0,PREQ,30.0,30.0,,,9129.0
917,0014257201 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-03-14,Steped Pickle Fork,14257201.0,14257201.0,PREQ,20.0,20.0,,,9129.0
918,0014257201 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-03-14,Brake Caliper Press,14257201.0,14257201.0,PREQ,10.0,10.0,,,9129.0
919,0014257200 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-27,2018-03-14,Tooling Request as Per Quote,14257200.0,14257200.0,PREQ,10.0,10.0,,,9129.0
920,0014257319 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-03-14,Tools as per attached checklist,14257319.0,14257319.0,PREQ,10.0,10.0,,,9129.0
921,0014253039 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-12,Anvil,14253039.0,14253039.0,PREQ,10.0,10.0,,,9129.0
922,0014252036 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-19,2018-03-09,Electronic Pump Meter,14252036.0,14252036.0,PREQ,10.0,10.0,,,9129.0
923,0014251528 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-28,2018-03-09,Manual tire Changer,14251528.0,14251528.0,PREQ,10.0,10.0,,,9129.0
924,0014246738 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-23,2018-03-06,Multi Purpose Bench Vise,14246738.0,14246738.0,PREQ,10.0,10.0,,,9129.0
925,0014246715 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-03-06,Stackable Bins,14246715.0,14246715.0,PREQ,20.0,20.0,,,9129.0
926,0014246715 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-03-06,Table Top Work Bench,14246715.0,14246715.0,PREQ,10.0,10.0,,,9129.0
927,0014242147 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-03-02,Grease Guns,14242147.0,14242147.0,PREQ,10.0,10.0,,,9129.0
928,0014241781 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-03-02,Work Lights,14241781.0,14241781.0,PREQ,10.0,10.0,,,9129.0
929,0014241838 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-21,2018-03-02,Heavy Duty Bench Vise,14241838.0,14241838.0,PREQ,10.0,10.0,,,9129.0
930,0014241837 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-03-02,Top Notch Threading Insert,14241837.0,14241837.0,PREQ,20.0,20.0,,,9129.0
931,0014241837 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-03-02,Tool Holder,14241837.0,14241837.0,PREQ,10.0,10.0,,,9129.0
932,0014241784 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-05,2018-03-02,Bench Top Shop 72 x 36,14241784.0,14241784.0,PREQ,10.0,10.0,,,9129.0
933,0014241782 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-03-02,6 Inch Bench Grinder,14241782.0,14241782.0,PREQ,10.0,10.0,,,9129.0
934,0014240280 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-03-01,Snowmobile Dollet,14240280.0,14240280.0,PREQ,20.0,20.0,,,9129.0
935,0014240280 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-03-01,Pullers for Clutches,14240280.0,14240280.0,PREQ,10.0,10.0,,,9129.0
936,0014238462 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-05,2018-02-28,3/8dr Air impact Wrench,14238462.0,14238462.0,PREQ,10.0,10.0,,,9129.0
937,0014237305 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2018-02-28,Tools Deviation Box #15,14237305.0,14237305.0,PREQ,10.0,10.0,,,9129.0
938,0014233850 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-27,2018-02-26,Tire Machine Tooling,14233850.0,14233850.0,PREQ,10.0,10.0,,,9129.0
939,0014230217 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-29,2018-02-23,Chemical Sprayers,14230217.0,14230217.0,PREQ,20.0,20.0,,,9129.0
940,0014224715 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-27,2018-02-21,Cooling Pressure Test Kit,14224715.0,14224715.0,PREQ,30.0,30.0,,,9129.0
941,0014224715 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-27,2018-02-21,Double Flaring Kit,14224715.0,14224715.0,PREQ,20.0,20.0,,,9129.0
942,0014224715 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-27,2018-02-21,Hydrolic Flaring Kit,14224715.0,14224715.0,PREQ,10.0,10.0,,,9129.0
943,0014216786 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-15,2018-02-15,Strap Wrenches,14216786.0,14216786.0,PREQ,20.0,20.0,,,9129.0
944,0014216786 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-15,2018-02-15,Dead Blow ball Peen Hammers,14216786.0,14216786.0,PREQ,10.0,10.0,,,9129.0
945,0014214896 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-15,2018-02-14,Fluid extractor,14214896.0,14214896.0,PREQ,10.0,10.0,,,9129.0
946,0014211709 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-26,2018-02-13,Strap Filter Wrench,14211709.0,14211709.0,PREQ,10.0,10.0,,,9129.0
947,0014196384 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-14,2018-02-05,Pop Rivet Guns,14196384.0,14196384.0,PREQ,20.0,20.0,,,9129.0
948,0014194657 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-21,2018-02-02,Battery Charger Bus bar,14194657.0,14194657.0,PREQ,20.0,20.0,,,9129.0
949,0014194657 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-21,2018-02-02,Battery Charger,14194657.0,14194657.0,PREQ,10.0,10.0,,,9129.0
950,0014192456 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-16,2018-02-01,Tools - Deviation Box 18,14192456.0,14192456.0,PREQ,10.0,10.0,,,9129.0
951,0014192219 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-05,2018-02-01,Solus Scanner Update,14192219.0,14192219.0,PREQ,10.0,10.0,,,9129.0
952,0014190450 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-06,2018-01-31,Break Bar,14190450.0,14190450.0,PREQ,20.0,20.0,,,9129.0
953,0014190450 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-06,2018-01-31,Pliers,14190450.0,14190450.0,PREQ,10.0,10.0,,,9129.0
954,0014164787 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-02-07,2018-01-18,air Opperated POL Pump,14164787.0,14164787.0,PREQ,10.0,10.0,,,9129.0
955,0014160434 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-16,2018-01-16,Socket LST 28000,14160434.0,14160434.0,PREQ,20.0,20.0,,,9129.0
956,0014160434 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-16,2018-01-16,Socket OTC 1938,14160434.0,14160434.0,PREQ,10.0,10.0,,,9129.0
957,0014147343 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-04,2018-01-04,Auto Wire Stripper,14147343.0,14147343.0,PREQ,20.0,20.0,,,9129.0
958,0014147343 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-04,2018-01-04,Wheel Weight Tool,14147343.0,14147343.0,PREQ,10.0,10.0,,,9129.0
959,0014129839 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-15,2017-12-13,Wheelock Removel kit,14129839.0,14129839.0,PREQ,10.0,10.0,,,9129.0
960,0014122388 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-12-07,2017-12-07,Cut off Tool,14122388.0,14122388.0,PREQ,10.0,10.0,,,9129.0
961,0014122386 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-12-07,2017-12-07,Tools - Tool Box 17,14122386.0,14122386.0,PREQ,10.0,10.0,,,9129.0
962,0014110377 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-12-14,2017-11-29,Air Opperated Hydr Jack,14110377.0,14110377.0,PREQ,10.0,10.0,,,9129.0
963,0014110102 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-12-12,2017-11-29,Mig Welding Gun,14110102.0,14110102.0,PREQ,10.0,10.0,,,9129.0
964,0014109321 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-29,9in Rescue and Demo Blade,14109321.0,14109321.0,PREQ,30.0,30.0,,,9129.0
965,0014109321 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-29,6in Metal Cutting Blads,14109321.0,14109321.0,PREQ,20.0,20.0,,,9129.0
966,0014109321 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-29,2017-11-29,Wire Soldering Clamp,14109321.0,14109321.0,PREQ,10.0,10.0,,,9129.0
967,0014092740 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-28,2017-11-17,Tools,14092740.0,14092740.0,PREQ,10.0,10.0,,,9129.0
968,0014092088 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-20,2017-11-17,Injection System,14092088.0,14092088.0,PREQ,10.0,10.0,,,9129.0
969,0014083993 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-22,2017-11-10,Tools,14083993.0,14083993.0,PREQ,10.0,10.0,,,9129.0
970,0014082321 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-16,2017-11-09,Tools,14082321.0,14082321.0,PREQ,10.0,10.0,,,9129.0
971,0014069102 00050,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-22,2017-11-01,Tooling,14069102.0,14069102.0,PREQ,50.0,50.0,,,9129.0
972,0014059466 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-31,2017-10-26,Stepped Pickle Fork,14059466.0,14059466.0,PREQ,20.0,20.0,,,9129.0
973,0014059466 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-31,2017-10-26,LED Work Light,14059466.0,14059466.0,PREQ,10.0,10.0,,,9129.0
974,0014040832 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-15,2017-10-16,10 Ton Jack,14040832.0,14040832.0,PREQ,20.0,20.0,,,9129.0
975,0014040832 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-15,2017-10-16,3 Ton Jack,14040832.0,14040832.0,PREQ,10.0,10.0,,,9129.0
976,0014035889 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-27,2017-10-12,Tool Bag,14035889.0,14035889.0,PREQ,20.0,20.0,,,9129.0
977,0014035889 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-27,2017-10-12,Jack,14035889.0,14035889.0,PREQ,10.0,10.0,,,9129.0
978,0014035207 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-24,2017-10-12,Tools - Pliers,14035207.0,14035207.0,PREQ,20.0,20.0,,,9129.0
979,0014035207 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-24,2017-10-12, Tools - Pliers,14035207.0,14035207.0,PREQ,10.0,10.0,,,9129.0
980,0014035263 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-16,2017-10-12,"2"" Strap W / Cluster 8'",14035263.0,14035263.0,PREQ,30.0,30.0,,,9129.0
981,0014030551 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-16,2017-10-10,17.2 Verus Update,14030551.0,14030551.0,PREQ,10.0,10.0,,,9129.0
982,0014025840 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-01-10,2017-10-05,Tools as per deviation #7,14025840.0,14025840.0,PREQ,10.0,10.0,,,9129.0
983,0014016706 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-16,2017-09-29,Tooling,14016706.0,14016706.0,PREQ,40.0,40.0,,,9129.0
984,0014015065 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-05,2017-09-28,Tools,14015065.0,14015065.0,PREQ,10.0,10.0,,,9129.0
985,0014010044 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-16,2017-09-26,Air Amplifier,14010044.0,14010044.0,PREQ,10.0,10.0,,,9129.0
986,0014008332 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-04,2017-09-25,Fan Clutch Service Tool,14008332.0,14008332.0,PREQ,10.0,10.0,,,9129.0
987,0014003962 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-27,2017-09-21,Tooling,14003962.0,14003962.0,PREQ,20.0,20.0,,,9129.0
988,0013999517 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-11-03,2017-09-19,Tools - As per Deviation Tool Box #20,13999517.0,13999517.0,PREQ,10.0,10.0,,,9129.0
989,0013997348 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-12,2017-09-18,Pulley Holder,13997348.0,13997348.0,PREQ,10.0,10.0,,,9129.0
990,0013995394 00060,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-19,2017-09-15,8 3/4in Ratiching Screwdriver,13995394.0,13995394.0,PREQ,60.0,60.0,,,9129.0
991,0013995394 00050,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-19,2017-09-15,5pk 9in cutting blade,13995394.0,13995394.0,PREQ,50.0,50.0,,,9129.0
992,0013995394 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-19,2017-09-15,5PK 6in cutting blade,13995394.0,13995394.0,PREQ,40.0,40.0,,,9129.0
993,0013995394 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-19,2017-09-15,140ft lb Torque Stick,13995394.0,13995394.0,PREQ,30.0,30.0,,,9129.0
994,0013995394 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-19,2017-09-15,120ft lbTorque stick,13995394.0,13995394.0,PREQ,20.0,20.0,,,9129.0
995,0013995394 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-19,2017-09-15,Blast Vac for Coolant System,13995394.0,13995394.0,PREQ,10.0,10.0,,,9129.0
996,0013989863 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-05,2017-09-12,Tools for toolbox #19 as per attached,13989863.0,13989863.0,PREQ,10.0,10.0,,,9129.0
997,0013989802 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2018-03-16,2017-09-12,Tool Box #6 Deviations as per check list,13989802.0,13989802.0,PREQ,10.0,10.0,,,9129.0
998,0013979822 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-14,2017-09-06,Work Benches as per Quote,13979822.0,13979822.0,PREQ,10.0,10.0,,,9129.0
999,0013976538 00050,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-13,2017-09-01,6 In Diag Cutter,13976538.0,13976538.0,PREQ,50.0,50.0,,,9129.0
1000,0013976538 00040,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-13,2017-09-01,8 In Angled Hilev Diag Cutter,13976538.0,13976538.0,PREQ,40.0,40.0,,,9129.0
1001,0013976538 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-13,2017-09-01,1/2 In Dr 80T STD Lck Rat,13976538.0,13976538.0,PREQ,30.0,30.0,,,9129.0
1002,0013976538 00020,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-13,2017-09-01,Mini Self Adj. Tube Cutter,13976538.0,13976538.0,PREQ,20.0,20.0,,,9129.0
1003,0013976538 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-13,2017-09-01,Test Lead Kit Threaded,13976538.0,13976538.0,PREQ,10.0,10.0,,,9129.0
1004,0013975922 00030,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-10-04,2017-08-31,Tooling Angle Die Grinder,13975922.0,13975922.0,PREQ,30.0,30.0,,,9129.0
1005,0013969884 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-09-06,2017-08-28,3/4 dr HD Tourque Wrench,13969884.0,13969884.0,PREQ,10.0,10.0,,,9129.0
1006,0013969189 00010,,7.0,Purchase Requisition,0,CAD,,0,CAD,2017-08-31,2017-08-28,Oil Pump,13969189.0,13969189.0,PREQ,10.0,10.0,,,9129.0
